certification_type,firm_name,owners,work_description,naics_codes,physical_address,mailing_address,phone_number,fax_number,email_address,website
DBE,River Development Corporation,Cheryl McAbee,Property real estate leasing energy servies IT Website servies job training diversity training hosing athority servies.,531130 541511 541690 624310,"35 MAbee Drive
Pittsburgh, PA 15204","35 MAbee Drive
Pittsburgh, PA 15204",412-952-4321,412-243-7778,crmcabee@riverdevcorp.com,http://www.riverdevcorp.com
DBE,Riverside Sales Group LLC,Alan Lincoln,Digital sanning and doment management.,424120 541211 541219 561439,"7 River Avene
Site 3
Pittsburgh, PA 15212","7 River Avene
Site 3
Pittsburgh, PA 15212",412-296-9503,,riversidesalesgroup@gmail.com,http://www.riversidesalesgroup.com
DBE,Robin Kelly,Robin Kelly,Provides independent onsltant servies and training in qality management proess improvement organization leadership strategi planning stomer servie exellene training program development/design seminars and other areas related to bsiness management.,541611 541613 541614 611430 921190,"6 N Grandview Avene
McKeesport, PA 15132","6 N Grandview Avene
McKeesport, PA 15132",412-726-8182,,robin.kelly@rverness.com,http://www.rverness.com
DBE,Roux Orleans,Michael Barnes,Catering ompany providing food and beverage servies to individals organizations ompanies and pbli entities.,722320,"Oak Street
Pittsburgh, PA 15202","Oak Street
Pittsburgh, PA 15202",412-519-9550,,rouxorleans@gmail.com,
DBE,Roxanne Sewell,Roxanne Sewell,Pblish Qarterly Magazine - Talk MagazinePbli RelationsSpeial Market Consltants,541613 541820,"75 Monroeville Road
Monroeville, PA 15146","75 Monroeville Road
Monroeville, PA 15146",412-823-4007,412-823-4009,ljs@ljspublishing.com,http://www.talkmagazineonline.com
DBE,Roxanne's Catering LLC,Roxanne Easley,Catering and event planning servies offering meals for meetings events and speialized entertainment. Servie an be provided for as little as  people to as many as  people.,722320,"59 Abraham st
mckeesport, PA 15132","59 Abraham st
mckeesport, PA 15132",412-606-5938,516-977-1121,info@rsecatering.com,http://www.rsecatering.com
DBE,Ruby's Painting & Contracting Services LLC,Morish Wilson,Commerial and residential painting power washing and staining.;,238320,"87 Hill Street
White Oak, PA 15131","87 Hill Street
White Oak, PA 15131",412-721-6925,,rubyspainting412@gmail.com,
DBE,Russell General Contracting LLC,Alexis Russell,Provides Fll-servie general ontrator servies speializing in residential large-sale residential and ommerial onstrtion.,238330 238340 238350 238390 541310 541340 541410 541611 541618,"4 Rose Avene
Pittsburgh, PA 15235","4 Rose Avene
Pittsburgh, PA 15235",215-880-1214,,Alexis@russellgc.com,http://www.russellgc.com
DBE,Ruth's Way's Consulting for Parents Who Want Their Daughters to Succeed LLC,Isis Chatman,Provide professional servies to persons i.e. parents gardians et. raising girls and yong ladies with an intentional fos on helping their daghters to be sessfl now and more importantly in their ftres as women.  Key areas for referrals of stomers are those parents rrently experiening isses with their daghters partilarly those isses whih threaten their ability to ahieve sessfl ftres by providing professional expertise advise and teah them to teah their daghters.,621330 624110 624190,"59 Long Road
Penn Hills, PA 15235","59 Long Road
Penn Hills, PA 15235",412-573-1375,,isis@ruthsway.org,http://www.ruthswayconsulting.com
DBE,SB Thomas & Associates Inc.,Sheree Thomas,Bsiness and government ontrating onslting servies and onstrtion management.,236115 236116 236118 541330 541350 541611 541990,"PO Box 4
Moon, PA 15108","PO Box 4
Moon, PA 15108",412-264-0970,412-264-4444,sheree@sbthomasassociates.com,http://www.sbthomasassociates.com
DBE,SD Logistics LLC,Shane Davis,Trk Broker,488510 541611,"53 Stowe Avene
McKees Rocks, PA 15136","53 Stowe Avene
McKees Rocks, PA 15136",412-613-7692,,shanedavis@sdlogisticsllc.com,
DBE,SNH Engineering LLC,Shah Haque,Engineering firm providing design servies for ommerial/indstrial lients for lighting power and speial eletrial systems reviewing drawings for ode ompliane and P.E. stamp.,541330,"833 Hilltop Cirle Drive
Imperial, PA 15126","833 Hilltop Cirle Drive
Imperial, PA 15126",412-498-9165,000-000-0000,snhengineeringllc@gmail.com,
DBE,SH Polygraph Services,Stacey Hawthorne,Firm ondts polygraph examinations for pre-employment sreenings riminal and ivil ases personal ases insrane frad ases serity frad ases private ompanies pharmaetial ompanies and state organizations.,561611,"39 Forth Avene Site 6
Pittsburgh, PA 15222","39 Forth Avene Site 6
Pittsburgh, PA 15222",412-608-5022,412-415-1809,shpolygraphs@gmail.com,http://shpolygraphservices.com
DBE,SIECOM LLC,Mr. Sridhar Aluguvelli,Provides engineering servies related to site ivil and environmental engineering residential and ommerial land development design roadway and tility infrastrtre design (i.e. storm and sanitary sewers waterline design pmp station design) mniipal engineering environmental permitting onstrtion inspetion and onstrtion management servies ombined sewer overflow (CSO) tnnel storage and sbsrfae onsolidation sewer design and environmental permitting.,237110 237310 237990 541330,"6 Graham Cort
Pittsburgh, PA 15237","6 Graham Cort
Pittsburgh, PA 15237",775-351-4200,,aluguvelli@gmail.com,http://WWW.SIECOM.US
DBE,SIR SPEEDY 7108 INC,Cynthia Johnston,Printing opying diret mail promotional prodts ad speialties apparel embroidered sreen printed items. Online storefronts websites and other web work. Storage and flfillment print on demand. Bleprint opies wayfinding signs indoor and otdoor signs for hosing ommnities well pads and other onstrtion sites.,314999 323111 339950 541613 541890 561439,"4573 Campbells Rn Road
Pittsburgh, PA 15205","4573 Campbells Rn Road
Pittsburgh, PA 15205",412-787-9898,412-787-9860,cindy@sirspeedywest.com,http://www.sirspeedywest.com
DBE,SSKJ Enterprises Inc. dba Vital Signs,Sandy Burkett,Fll servie stom sign ompany for interior and exterior signs.,323111 339950 541430 541890,"8 Idlewood Road
Carnegie, PA 15106","8 Idlewood Road
Carnegie, PA 15106",412-494-3308,412-494-3325,sandy@vitalsignspgh.com,http://www.vitalsignspgh.com
DBE,Salik's,Farouk Salik,Dediated to selling plmbing spplies tools gardening tools leaning prodts paint srews nails piping pipe fittings et. Speial servies inlde window repair sreen repair key tting glass tting pipe threading and tting.,425120 444140,"63 North Homewood Avene
Pittsburgh, PA 15208","63 North Homewood Avene
Pittsburgh, PA 15208",412-731-2882,,salikhardware@gmail.com,
DBE,Sally Merar Interior Resources LLC,Sally Merar,Provider of ommerial flooring materials prodts and servies inlding lxry vinyl tile arpet tile Kinetex arpet flooring preparation materials and installation servies. Provides dry arpet leaning and hard srfae leaning servies.  Provides design and arhitetral onslting servies.,425120 541310 541410 541611,"83 Colonial Drive
Pittsburgh, PA 15216","83 Colonial Drive
Pittsburgh, PA 15216",412-443-8241,412-892-9005,sally@sallymerarinteriors.com,
DBE,Salon Blue LLC,Timothy Jones,Beaty salon that aters to hair maintenane and grooming servies. Sells nisex protetive maintenane self-are prodts sh as- pillow ases bonnets hair sleeves sarves total body moistrizing oil.,812112,"Noble Street
Swissvale, PA 15218","Noble Street
Swissvale, PA 15218",412-271-3030,412-271-4372,salonbluepgh@gmail.com,http://www.salonbluellc.com
DBE,Salvo Strategies LLC,Vanessa Getz,Firm provides government affairs onslting bsiness prorement and grant writing servies.,541820,"Old Farm Road
Carnegie, PA 15106","Old Farm Road
Carnegie, PA 15106",724-880-3500,,vanessa@salvostrategies.com,http://www.salvostrategies.com
DBE,Sanders Construction Co. Inc.,Milagros Sanders,CONSTRUCTION CONTRACTOR/SUBCONTRACTOR: Clearing & grbbing; bilding demoliton; asbestos removal; roadway exavation & grading; non-roadwaydrainage strtre-related exavation & grading; drilling & blasting; geotextiles; rbblizing; drilling; rigid base orse; bitminos joint & rak sealing; rigid pavement pathing & repair; diamond arbide grinding (onrete or bitminos); spall repair; joint rehabilitation sawing & sealing (onrete or bitminos); drainage water main storm sewer; pipe & lvert leaning; pavement base drains; rbs sidewalks inlets manholes; masonry work; onrete & masonry oatings; seletive tree removal trimming; silt barrier fene gabions erosion ontrol; sign plaement (post/strtre monted); sign strtres; ement onrete bridge strtres over ' (37m); marine repair; single span onrete bridges to ' (37m); repair & rehabilitation of strtres (onrete or steel); bridge lverts pedestrian bridges timber bridges; strtral wall,237310 423390 423510,"3 Soth Baltimore Street
Mt Holly Springs, PA 17065","3 Soth Baltimore Street
Mt Holly Springs, PA 17065",717-486-5930,717-486-4422,fsanders1943@comcast.net,
DBE,Sandra Palone & Associates LLC,Sandra Palone,Sandra Palone & Assoiates LLC (SP&A) is a manfatrer representative ompany fosing on preast onrete and onrete related materials throghot the Mid-Atlanti States.  We also offers vale-added spply of preast onrete ast stone,238120 238190 327390 425120 541611,"3 3rd Street
Aspinwall, PA 15215","3 3rd Street
Aspinwall, PA 15215",412-965-0069,,slp@sandrapalone.net,http://www.sandrapalone.net
DBE,Santangelo & Lindsay Inc.,Mrs. Chrisellen Lindsay,Eletrial engineering servies design of eletrial systems for ommerial bildings highways bridges and other projets.,541330,"73 Third Ave. Site
New Brighton, PA 15066","73 Third Ave. Site
New Brighton, PA 15066",724-847-0407,724-847-0673,clindsay@santangelolindsay.com,http://www.santangelolindsay.com
DBE,Scanga Medical Inc.,Joanne Scanga,Provides sales and repair of srgial and medial eqipment.,811210,"44 Greensbrg Pike
Site L
Pittsburgh, PA 15221","44 Greensbrg Pike
Site L
Pittsburgh, PA 15221",412-952-8931,412-351-8285,joann@scangamedical.com,http://www.scangamedical.com
DBE,SchoolPinnd LLC,HIMANI JAIN,Provides software as servie online platform for parents edators residents and other stakeholders in the ommnity to ommniate and exhange information in a oordinated trsted environment;,541511 541519,"74 COPPER CREEK LANE
WEXFORD, PA 15090","74 COPPER CREEK LANE
WEXFORD, PA 15090",314-503-6754,,himani.kj@gmail.com,http://www.schoolpinnd.com
DBE,Sci-Tek Consultants Inc.,Charles Toran,environmental onslting environmental remediation & site assessment waste haraterization & removal OSHA ompliane health & safety plans environmental impat statements & environmental assessments onstrtion management & onstrtion inspetion and faility operations spport servies,237310 541330 541370 541380 541620 562910,"88 John F Kennedy Blvd
Site 6
Philadelphia, PA 19103","88 John F Kennedy Blvd
Site 6
Philadelphia, PA 19103",267-314-5385,412-371-4462,ctoran@scitekanswers.com,http://www.scitekanswers.com
DBE,Stuck On Smart Solutions LLC,Perryn Epps Smith,Provides rgent help desk spport long-term tehnology planning networking web development PC spport IT reriting and systems spport.,238210 541511 541512,"33 Elias Drive
Pittsburgh, PA 15235","33 Elias Drive
Pittsburgh, PA 15235",412-405-1315,,perismith@stuckonsmartsolutions.com,http://www.stuckonsmartsolutions.com
DBE,Studio for Spatial Practice LLC,Jennifer Gallagher,Professional design servies inlding arhitetre landsape arhitetre and rban design work.,541310 541320 541410,"65 Gross Street
Pittsburgh, PA 15224","65 Gross Street
Pittsburgh, PA 15224",412-980-3345,,j.gallagher@studiofsp.com,http://studiofsp.com/
DBE,Suber Clean Commercial Cleaning LLC,Pamela Nowlin-suber,Commerial leaning ompany speializing in floors hard srfaes bathrooms and more. Also provides post-onstrtion lean p servies.,561720,"9 Collins Drive
Pittsburgh, PA 15235","9 Collins Drive
Pittsburgh, PA 15235",412-444-8553,,suberclean412@gmail.com,
DBE,Scottie Public Affairs LLC,Abigail Gardner,Provides strategi ommniations onslting servies to andidates non-profits isse advoay grops and more. Servies inlde message development writing editing and pbli speaking training.548,541820,"37 Forth Avene
Site 64
Pittsburgh, PA 15222","37 Forth Avene
Site 64
Pittsburgh, PA 15222",412-977-3051,,abigail@scottiepa.com,http://scottiepublicaffairs.com
DBE,Sharing Our Story LLC,Sally Rafson,Failitates ommnity engagement and pbli disssion that enorage inlsivity with diverse poplations reates workshops and provides instrtion in digital story prodtion and offers training on the reation of digital stories tilized in fnd-raising soial ommnity and organizational awareness.,561499 611420 611430 611710 813319,"439 Denniston Street
Pittsburgh, PA 15217","439 Denniston Street
Pittsburgh, PA 15217",412-418-1439,412-421-6001,Shrafson@Gmail.com,http://www.sharingourstory.com
DBE,Shawrose Inc.,Dolores Mason,Constrts teleommniation towers perform heavy highway onstrtion ommerial onstrtion as well as eletrial ontrating.,237130 238210,"55 Cliff Mine Road
Coraopolis, PA 15108","55 Cliff Mine Road
Coraopolis, PA 15108",412-788-2634,412-788-2635,dmason@shawrose.com,
DBE,ShayCon Supply LLC,Shayla Forse,ShayCon Spply Company provides wholesale distribtion of asphalt gravel grass seed and onstrtion safety eqipment. The firm has a warehose for limited spplies.,111998 423320 423610,"537 Progress Bolevard
Bethel Park, PA 15102","537 Progress Bolevard
Bethel Park, PA 15102",412-913-8663,,shayla.forse@shayconsupply.com,
DBE,Sigma Resources LLC,Sandeepa (Sandy) Kaleida,Appliations software programming servies stom ompter (More); Compter software onslting servies or onsltants (More); Compter Systems Design Servies (More); Compter systems integration analysis and design servies (More); Compter systems integration design onslting servies (More); Compter systems integrator servies (More); Information management ompter systems integration design servies (More); Systems integration design onslting servies ompter (More); Systems integration design servies ompter (More); Compter Failities Management Servies (More) ;,518210 519290 541511 541512 541513 541519 541611 541612 541618,"6 E. Carson Street
Pittsburgh, PA 15203","6 E. Carson Street
Pittsburgh, PA 15203",412-712-1013,412-712-1033,skaleida@sigma-resources.com,http://www.sigma-resources.com
DBE,Simplified Merchant Processing LLC,Melanie Ruggier,Credit Card Proessing Credit Card terminal sales and repair POS sales & installation Network installation & onslting Bsiness Conslting Finanial Conslting.,423420 423430 522320 541513 541611,"5 Harris Drive
Elizabeth, PA 15037","5 Harris Drive
Elizabeth, PA 15037",412-897-6515,412-896-4017,mruggier@esmpllc.com,http://www.esmpllc.com
DBE,Skylimit Management LLC,Alex Vazquez,Provides bsiness development management onslting and marketing servies.  Also offers brokerage servies between agenies to transportation providers for transportation servies for non-emergeny patients.;,425120 488999 541611 541613 561110,"536 Saw Mill Rn Blvd
Pittsburgh, PA 15210","536 Saw Mill Rn Blvd
Pittsburgh, PA 15210",412-654-4401,,info@skylimitmgt.com,http://www.skylimitmgt.com
DBE,Sloan Construction Company,Leon Sloan Sr.,Residential and ommerial interior renovations to inlde demolition.,236220 238910,"45 Fergson Road
Imperial, PA 15126","45 Fergson Road
Imperial, PA 15126",412-251-6039,,sloanconstructioncompany1@gmail.com,
DBE,Small Firm LLC,Timothy Small,Broker of finished goods for federal state and loal governments.,425120,"4 Selvin Drive
Verona, PA 15147","4 Selvin Drive
Verona, PA 15147",412-525-2656,412-525-2656,smallfirmllc@Gmail.com,
DBE,Social System Development,Giannie Braafhart,Help bild fleny of ommniation between people or ompanies throgh interpretation and translation verbal as well as doments. (Mainly Spanish-English and reverse). Connet with resores.,541930,"68 Monterey Street
Pittsburgh, PA 15212","68 Monterey Street
Pittsburgh, PA 15212",412-852-2210,,socialsystemdevelopment@gmail.com,
DBE,Soil Mechanics Inc,Dilawar Alvi,Constrtion material testing and inspetion laboratory.,541380,"586 CURRY RD
Pittsburgh, PA 15236","586 CURRY RD
Pittsburgh, PA 15236",412-519-4289,,smilab1@gmail.com,
DBE,Soul Pitt LLC,Donna M. Baxter,Provides print and internet advertising opportnities to those wishing to offer a prodt or servie to or target adiene in Western Pennsylvania and Pittsbrgh area.;,541840,"53 Penn Avene
Wilkinsburg, PA 15221","53 Penn Avene
Wilkinsburg, PA 15221",412-251-8000,,soulpitt@gmail.com,http://www.thesoulpitt.com
DBE,Sound Advice Entertainment LLC,Jacqueline Hooper,Sond Advie Entertainment is a premier one-stop-shop for msial and non msial entertainment in the Pittsbrgh Area and srronding onties inlding Allegheny Conty Westmoreland Conty Beaver Conty Lawrene Conty and Btler Conty.  We have easy aess to the top talent for any event inlding bt not limited to solo artists dos trios bands big bands Carolers Santa Easter Bnny Charaters speakers tents inflatables fitness instrtors dane grops Ethni entertainment Tribte Ats fae painters balloon artists stilt walkers ariatre artists magiians mentalists pppet shows ventriloqists sperheroes prinesses rafters and the like.,425120 711410,"55 Lakewood Dr
Monroeville, PA 15146","55 Lakewood Dr
Monroeville, PA 15146",724-234-5450,,jackie@needofsound.com,http://www.soundadviceentertainment.com
DBE,Southpointe Construction Services LLC,Jason Pinkston,Traffi ontrol and traffi management firm providing flagging servies.,425120 561990,"797 Eben Street
Pittsburgh, PA 15226","797 Eben Street
Pittsburgh, PA 15226",412-765-9201,412-561-0421,jasonpinkston905@gmail.com,
DBE,Spand-Ice LLC,Helen Behn,Designs manfatres and spplies therapy wraps to help with pain management.  Prodts inlde wraps and tank tops with removable heat/ie pak and adjstable ompression and spport.,315250 339113,"5 Windrest Drive
Pittsburgh, PA 15206","5 Windrest Drive
Pittsburgh, PA 15206",412-423-8882,,helen@spand-ice.com,
DBE,Splash Hygiene LLC,Victoria Walker,We offer servies that maintain hygiene home offie body and resores by reating a sanitized living and work environment. We offer dependable high-qality personalized servies. Free estimates for pfront priing. Splash Hygiene is bonded stomized servies that fits yor niqe needs. 5679 5699 56 567,561210 561720 561790 561990,"75 Verona Bolevard
Pittsburgh, PA 15235","75 Verona Bolevard
Pittsburgh, PA 15235",412-822-4481,,splashygiene@gmail.com,
DBE,Splash Media LLC,Ms. Wendy Ann Clayton-Gonzalez,Media planning bying reasearh media plaement negotiation media analysis and traffiking of servies.,541810 541830,"475 West Barlind Drive
Pittsburgh, PA 15227","475 West Barlind Drive
Pittsburgh, PA 15227",412-885-3007,,wendy@splashmedia.us,http://www.splashmediallc.com
ACDBE,Staff Airport Services Inc.,Suzanne Lewis,Provides management servies for operation of the Airport Bsiness Center providing foreign rreny exhange travel insrane and bsiness servies.,522390 523160 524113 524126 561431 561439,"Airport Pgh Int'l Airport
Pittsburgh, PA 15231","Airport Pgh Int'l Airport
Pittsburgh, PA 15231",412-708-3385,412-472-5155,sos18@verizon.net,
DBE,Strong Fabric Care LLC,Justin Strong,Dryleaning and Landry Servies,812320,"76 Frankstown Ave.
Pittsburgh, PA 15208","76 Frankstown Ave.
Pittsburgh, PA 15208",412-241-0637,,justin@strongfabriccare.com,http://www.strongfabriccare.com
DBE,Strategic Analytics LLC,Rebecca Barry,Provide onslting for early warning systems on mlti-billion dollar onstrtion projets arming projet managers with mitigation strategies before problems arise. We arm Projet Managers with assessments in ost/shedle/tehnial and metri data to atively manage a program throgh deision matries.,541611,"Lakeve Drive
Cranberry Township, PA 16066","Lakeve Drive
Cranberry Township, PA 16066",281-309-2992,,rlbcuda@me.com,
DBE,Sugar Pies LLC,Andrea Robinson,Fll servie restarant speializing in sothern isine and hospitality. The sothern inspired dishes are omplimented by niqe oktails. In additional to the traditional men alternative Vegetarian options will be offered.  Will have a in hose atering available on-site and off-site. The spaios faility an aommodate large parties in the onform of the banqet hall or more intimate parties in the or VIP Longe area.  Fll servie bar area provides a great atmosphere for those looking to enjoy the live entertainment from or loal sports teams.,722320,"33 Etaw Street
Pittsburgh, PA 15211","33 Etaw Street
Pittsburgh, PA 15211",412-953-1139,,andrea.robinson@sugarandsmokepgh.com,
DBE,Supreme Traffic Control Service Company LLC,Mr. FLOYD EDWARDS,Traffi ontrol servies ; Flagging training,561990,"385 Perrysville Avene
Pittsburgh, PA 15214","385 Perrysville Avene
Pittsburgh, PA 15214",412-339-7159,,floyd.edwards@stc-flaggers.com,http://www.stc-flaggers.com
DBE,Surface Stripe-ing and Painting,Ernest Darby,Paint lines parking lot striping retrae layot pavement markings handiap stalls arrows no parking stenils.,237310,"566 Soho Street
Pittsburgh, PA 15219","566 Soho Street
Pittsburgh, PA 15219",412-391-1886,412-566-5671,elucasdarby@verizon.net,
DBE,T & T Leasing Inc.,Mary Linda Hainley,Haling servies and broker of freight and transporation.,484121 484220 484230,"95 Maryland Avene
North Versailles, PA 15137","95 Maryland Avene
North Versailles, PA 15137",412-824-4140,412-824-8308,linda.hainley@ttleasing.com,
DBE,T Construction & Consulting Services LLC,Traci Yates,Conslting and onstrtion management.,236220,"Montor Chrh Road Site  (rear) Site
Site  - rear
Oakdale, PA 15071","Montor Chrh Road Site  (rear) Site
Site  - rear
Oakdale, PA 15071",412-238-1501,412-788-3611,traci@tccserv.com,http://www.tccserv.com
DBE,TARGET OFFICE PRODUCTS,Michelle Rozzi,Reseller of offie spplies frnitre paper et.,423210 423420 424110 424120,"9 Parkwayview Drive
Pittsburgh, PA 15205","9 Parkwayview Drive
Pittsburgh, PA 15205",412-424-0088,412-424-0087,michelle@targetoffice.com,http://www.targetoffice.com
DBE,TSSP Housing LLC,Alice Washington,The TSSP Hosing is the profit arm of The Stepping Stone Pathways and what we will do is provide hosing for the stdents of The Stepping Stone Pathways to alleviate one major barrier for them to stay in ollege and gradate.,925110,"5 Larel Drive
Monroeville, PA 15146","5 Larel Drive
Monroeville, PA 15146",412-403-7582,,info@tsspathways.com,http://www.tsspathways.com
DBE,Tai Plus Lee Architects P.C.,Yoko Tai,Arhitetral firm.,541310,"36 Brereton Street
Pittsburgh, PA 15219","36 Brereton Street
Pittsburgh, PA 15219",412-880-4020,,yoko@taipluslee.com,http://www.taipluslee.com
DBE,Tail Industries Inc.,Cathy Shepherd,General ommerial onstrtion for bsiness and government and low voltage data work (fiber optis IT wiring).,236220 238210,"433 Btler Street
Pittsburgh, PA 15223","433 Btler Street
Pittsburgh, PA 15223",412-781-9500,,cshepherd@tail-industries.com,
DBE,Tarax Service Systems Inc,Joanne Mandros,General faility maintenane that may inlde leaning ommon areas in bildings srfae areas vaming and leaning arpets treating hard floor srfaes with environmentally safe prodts.  Also speialize in final leanings and post onstrtion work.,238990 425120 561720 561740,"53 Martindale Street
Pittsburgh, PA 15212","53 Martindale Street
Pittsburgh, PA 15212",412-231-1700,412-231-1141,taraxservice@verizon.net,http://www.taraxservicesystems.com
DBE,Taylor Construction & Development Inc.,Shawn Taylor,General onstrtion and development.,236115 236118 238130 238140 238170 238190,"743 Frankstown Road
Pittsburgh, PA 15235","743 Frankstown Road
Pittsburgh, PA 15235",412-727-1127,412-727-6205,shawntaylor@taylorconstruct.com,http://www.taylorconstruct.com
DBE,Terra-Mechanics Inc.,Betsy Harrison,Vibration and sond onslting firm.,541690,"339 Middle Road Extension Site A
Gibsonia, PA 15044","339 Middle Road Extension Site A
Gibsonia, PA 15044",724-449-6250,724-449-6254,betsy.harrison@terra-mechanics.com,http://www.terra-mechanics.com
DBE,TerraGreen LLC,Judy Foster,Landsape ontrating with a fos on sstainable land are soltions. Provides ommerial and residential landsaping servies and green roof landsaping.;,115112 221310 238910 238990 541320 561730,"69 Hilltop Road
Oakdale, PA 15071","69 Hilltop Road
Oakdale, PA 15071",724-288-8503,,judy@terragreencompany.com,http://www.terragreencompany.com
DBE,Terri Lee Consulting LLC,Terri Lee,Projet management and onstrtion management onslting firm.,236116 236118 423310 423320 425120 541611,"86 Orlando Drive
Pittsburgh, PA 15235","86 Orlando Drive
Pittsburgh, PA 15235",412-448-5673,,TerriLee2860@comcast.net,
DBE,The Beignet Bar LLC,Andrea Robinson,Cafe limited servie,722513,"33 Etaw St
Pittsburgh, PA 15211","33 Etaw St
Pittsburgh, PA 15211",412-953-1139,,info@thebeignetbarpgh.com,
DBE,The Bradley Partnerships Inc.,Lois Bradley,Management and organization onslting inlding assessments training programs and oahing.,541214 541611 541612 541618 541990 561110 561311 561312 561611 611430 611710,"7 Malbe Lane Site
Wexford, PA 15090","7 Malbe Lane Site
Wexford, PA 15090",724-799-8170,724-799-8175,lois@bradleypartnerships.com,http://www.bradleypartnerships.com
DBE,The Hermitage Group LLC,Japheth Mukogosi,Management onslting servies that inlde finanial onslting bsiness onslting and ontrat management.,541611,"5 Beeler Street
Site 3
Pittsburgh, PA 15217","5 Beeler Street
Site 3
Pittsburgh, PA 15217",412-901-2156,412-683-2202,jm@hermitageconsulting.com,http://www.hermitageconsulting.com
ACDBE,The Savvy Group LLC,Kimberly Loszewski,Advertising agenies.,541810,"74 Smallman Street
Site 5
Pittsburgh, PA 15222","74 Smallman Street
Site 5
Pittsburgh, PA 15222",412-303-8941,412-709-6821,willie@thesavvygroup.com,http://www.thesavvygroup.com
DBE,The Savvy Group LLC,Kimberly Loszewski,Advertising agenies.,541810,"74 Smallman Street Ste 5
Pittsburgh, PA 15222","74 Smallman Street Ste 5
Pittsburgh, PA 15222",412-303-8941,,willie@thesavvygroup.com,http://www.thesavvygroup.com
DBE,Thick But Fit LLC,Diana Byas,Wellness and fitness edation and servies,624190 713940,"64 Broadway Street
Site 6
East McKeesport, PA 15035","64 Broadway Street
Site 6
East McKeesport, PA 15035",412-229-8558,412-229-8013,thickbutfitcrew@gmail.com,http://thickbutfitcrew.com
SBE,"Thomas E. Frawley Consulting, LLC",Mr. Thomas E Frawley,Engineering Services and Other Management Consulting Services,"541330, 541618","551 Daventry Road
Berwyn, PA 19312","PO Box 664
Berwyn, PA 19312",610-724-5028,,Tom@FrawleyConsulting.com,http://www.FrawleyConsulting.com
DBE,Tomman Trucking,Lamont Tomman,Haling of mniipal and residential waste.,484110,"7633 Hamilton Avene
Pittsburgh, PA 15208","7633 Hamilton Avene
Pittsburgh, PA 15208",412-287-8428,,tommantrucking@gmail.com,
DBE,Touching Hearts Home Care Inc,Daphne Curges,Servies for the elderly and persons with disabilities.,624120,"7 River Avene
Site 6
Pittsburgh, PA 15212","7 River Avene
Site 6
Pittsburgh, PA 15212",516-325-8302,412-774-2667,,http://www.touchingheartspa.com
DBE,Traffiqure LLC,MR. Sean Qian,Traffiqre LLC speializes in applying mahine learning and artifiial intelligene tehnologies to provide servies or software prodts that help lients make effetive management strategies and deisions based on massive transportation data. The ltimate mission is to improve transportation system planning and operation.,541330 541511 541519 541690 541715 541990,"44 Eddie Lewis Dr
Wexford, PA 15090","44 Eddie Lewis Dr
Wexford, PA 15090",732-778-4869,,admin@traffiqure.com,http://www.traffiqure.com
DBE,Trans Associates Engineering Consultants Inc.,Cynthia Jample PE,Trans Assoiates Engineering Consltants In. is a transportation engineering firm speializing in Traffi Engineering Transportation Design Traffi Signal Design Site Aess and Cirlation Stdies Bike and Pedestrian Path Design Corridor Stdies Parking Conslting Data Colletion Roadway Design Highway Opany Permit Plans  Instittional Master Plans Safety Stdies Transportation Impat Analysis Traffi Calming Stdies Transportation Master Plans  Traffi Control Plans Parking Stdies and Transportation Planning.,541330,"4955 Stebenville Pike Ste 4
Pittsburgh, PA 15205","4955 Stebenville Pike Ste 4
Pittsburgh, PA 15205",412-490-0630,412-490-0631,jampolec@transassociates.com,http://www.transassociates.com
DBE,Transportation Control Systems Inc.,Ms. Mary Kankoski,Manfatrer/Spplier of eletroni and mehanial assemblies for the transit indstry.,334419 335313 335999 336510,"65 William Pitt Way
Pittsburgh, PA 15238","65 William Pitt Way
Pittsburgh, PA 15238",412-820-9111,412-820-9111,mary.tcs5@comcast.net,http://www.transportationcontrol.com
DBE,Triton Holdings LLC,Danielle Vasquez,Contrating servies demolition and hazardos waste removal.,238910 562910,"97 Harriet Street
Rankin, PA 15237","97 Harriet Street
Rankin, PA 15237",412-477-8382,412-271-7706,Danielle@TritonPgh.com,http://tritonpgh.com
DBE,Triumphant Data Solutions,Marvin Green,Provides information tehnology spport servies to small bsinesses and non-profit organizations.,541511 541512 541513 541519,"4 Ekert Street
Pittsburgh, PA 15212","4 Ekert Street
Pittsburgh, PA 15212",412-295-8225,412-295-8225,mgreen@triumphantdatasolutions.com,
DBE,TurKo LLC,Christine Turkovich,.,238130 238350,"664 beatty rd
monroeville, PA 15146","664 beatty rd
monroeville, PA 15146",412-627-6731,,Christine@TurkoTrim.com,http://www.turkotrim.com
DBE,Tusick & Associates Architects Inc,Susan Tusick,Commerial and residential arhitetre ommerial interiors & aessibility for disabled people.,236115 236116 236220 238390 541310 541330 541410 541690,"3 3rd Street
blawnox, PA 15238","3 3rd Street
blawnox, PA 15238",412-781-8896,412-206-2952,stusick@tusickarchitects.com,http://www.tusickarchitects.com
DBE,TyE Bar LLC,Ms. Katey Doman,Fabriates both blak and epoxy reinforing steel (rebar) prefabriates rebar ages as well as offers omplementary rebar aessories.,332312 423320 423390 423510 425120,"5 Ohio Avene
Rear Site
Glassport, PA 15045","5 Ohio Avene
Rear Site
Glassport, PA 15045",412-896-1376,,kdoman@tyerebar.com,http://www.tyerebar.com
